millis,dt,v,a,watts,v_sh
207290,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207301,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207310,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207321,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207330,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207341,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207352,2025-01-19 18:54:12,5.080,0.082,0.415,0.008
207362,2025-01-19 18:54:12,5.088,0.082,0.415,0.008
207373,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207382,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207393,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207409,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207418,2025-01-19 18:54:12,5.088,0.028,0.144,0.003
207430,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207439,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207451,2025-01-19 18:54:12,5.072,0.040,0.201,0.004
207461,2025-01-19 18:54:12,5.072,0.036,0.181,0.004
207471,2025-01-19 18:54:12,5.072,0.036,0.181,0.004
207480,2025-01-19 18:54:12,5.088,0.029,0.149,0.003
207491,2025-01-19 18:54:12,5.088,0.029,0.149,0.003
207500,2025-01-19 18:54:12,5.088,0.029,0.149,0.003
207511,2025-01-19 18:54:12,5.088,0.029,0.149,0.003
207520,2025-01-19 18:54:12,5.088,0.029,0.149,0.003
207531,2025-01-19 18:54:12,5.088,0.029,0.149,0.003
207541,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
207552,2025-01-19 18:54:12,5.080,0.029,0.146,0.003
207562,2025-01-19 18:54:12,5.080,0.083,0.423,0.008
207572,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207583,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207600,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207608,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207619,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207630,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207639,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207650,2025-01-19 18:54:12,5.088,0.048,0.242,0.005
207661,2025-01-19 18:54:12,5.072,0.048,0.241,0.005
207671,2025-01-19 18:54:12,5.072,0.028,0.144,0.003
207681,2025-01-19 18:54:12,5.072,0.028,0.144,0.003
207690,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207701,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207710,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207721,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207731,2025-01-19 18:54:12,5.088,0.085,0.431,0.008
207741,2025-01-19 18:54:12,5.072,0.085,0.430,0.008
207752,2025-01-19 18:54:12,5.072,0.084,0.426,0.008
207762,2025-01-19 18:54:12,5.072,0.079,0.402,0.008
207772,2025-01-19 18:54:12,5.072,0.079,0.402,0.008
207783,2025-01-19 18:54:12,5.072,0.081,0.412,0.008
207799,2025-01-19 18:54:12,5.072,0.085,0.430,0.008
207808,2025-01-19 18:54:12,5.080,0.029,0.146,0.003
207820,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
207829,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207840,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207850,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
207861,2025-01-19 18:54:12,5.088,0.056,0.287,0.006
207871,2025-01-19 18:54:12,5.072,0.029,0.148,0.003
207881,2025-01-19 18:54:12,5.088,0.029,0.149,0.003
207890,2025-01-19 18:54:12,5.088,0.029,0.149,0.003
207901,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
207910,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
207921,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
207930,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
207941,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
207950,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
207961,2025-01-19 18:54:12,5.072,0.029,0.146,0.003
207971,2025-01-19 18:54:12,5.072,0.068,0.347,0.007
207982,2025-01-19 18:54:12,5.088,0.068,0.348,0.007
207992,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
208002,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
208013,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
208022,2025-01-19 18:54:12,5.088,0.029,0.149,0.003
208033,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
208050,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
208058,2025-01-19 18:54:12,5.088,0.029,0.149,0.003
208069,2025-01-19 18:54:12,5.080,0.067,0.341,0.007
208115,2025-01-19 18:54:12,5.088,0.030,0.151,0.003
208127,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
208136,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
208147,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
208158,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
208168,2025-01-19 18:54:12,5.072,0.029,0.146,0.003
208178,2025-01-19 18:54:12,5.072,0.060,0.306,0.006
208189,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
208200,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
208209,2025-01-19 18:54:12,5.088,0.029,0.147,0.003
208220,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
208231,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
208240,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
208251,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
208261,2025-01-19 18:54:12,5.088,0.028,0.142,0.003
208271,2025-01-19 18:54:13,5.088,0.074,0.374,0.007
208282,2025-01-19 18:54:13,5.072,0.074,0.373,0.007
208292,2025-01-19 18:54:13,5.072,0.079,0.402,0.008
208302,2025-01-19 18:54:13,5.072,0.082,0.414,0.008
208313,2025-01-19 18:54:13,5.072,0.082,0.414,0.008
208323,2025-01-19 18:54:13,5.072,0.081,0.410,0.008
208333,2025-01-19 18:54:13,5.072,0.081,0.410,0.008
208350,2025-01-19 18:54:13,5.072,0.081,0.410,0.008
208358,2025-01-19 18:54:13,5.072,0.081,0.412,0.008
208370,2025-01-19 18:54:13,5.072,0.082,0.418,0.008
208380,2025-01-19 18:54:13,5.072,0.049,0.250,0.005
208391,2025-01-19 18:54:13,5.088,0.049,0.250,0.005
208400,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
208411,2025-01-19 18:54:13,5.088,0.028,0.144,0.003
208421,2025-01-19 18:54:13,5.088,0.028,0.144,0.003
208430,2025-01-19 18:54:13,5.088,0.028,0.144,0.003
208441,2025-01-19 18:54:13,5.088,0.028,0.144,0.003
208450,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
208461,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
208471,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
208481,2025-01-19 18:54:13,5.088,0.082,0.417,0.008
208492,2025-01-19 18:54:13,5.072,0.082,0.414,0.008
208502,2025-01-19 18:54:13,5.072,0.082,0.414,0.008
208512,2025-01-19 18:54:13,5.072,0.082,0.414,0.008
208523,2025-01-19 18:54:13,5.072,0.082,0.414,0.008
208532,2025-01-19 18:54:13,5.072,0.080,0.408,0.008
208543,2025-01-19 18:54:13,5.072,0.082,0.418,0.008
208560,2025-01-19 18:54:13,5.072,0.082,0.414,0.008
208568,2025-01-19 18:54:13,5.072,0.081,0.412,0.008
208579,2025-01-19 18:54:13,5.072,0.081,0.412,0.008
208589,2025-01-19 18:54:13,5.072,0.038,0.195,0.004
208600,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208609,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208620,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208631,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208640,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208651,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208660,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208670,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208680,2025-01-19 18:54:13,5.080,0.082,0.415,0.008
208691,2025-01-19 18:54:13,5.088,0.082,0.415,0.008
208700,2025-01-19 18:54:13,5.088,0.082,0.415,0.008
208711,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208721,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208731,2025-01-19 18:54:13,5.088,0.064,0.328,0.006
208741,2025-01-19 18:54:13,5.072,0.064,0.327,0.006
208752,2025-01-19 18:54:13,5.072,0.081,0.412,0.008
208761,2025-01-19 18:54:13,5.072,0.082,0.418,0.008
208772,2025-01-19 18:54:13,5.072,0.082,0.418,0.008
208782,2025-01-19 18:54:13,5.072,0.082,0.418,0.008
208793,2025-01-19 18:54:13,5.072,0.065,0.331,0.007
208809,2025-01-19 18:54:13,5.088,0.065,0.332,0.007
208818,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
208830,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
208839,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
208850,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
208861,2025-01-19 18:54:13,5.088,0.028,0.140,0.003
208870,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208882,2025-01-19 18:54:13,5.080,0.027,0.138,0.003
208891,2025-01-19 18:54:13,5.080,0.027,0.138,0.003
208902,2025-01-19 18:54:13,5.088,0.078,0.399,0.008
208911,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208922,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208931,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208942,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208951,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208962,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208972,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208983,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
208994,2025-01-19 18:54:13,5.072,0.052,0.264,0.005
209005,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
209014,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
209025,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
209036,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
209045,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
209056,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
209066,2025-01-19 18:54:13,5.088,0.027,0.138,0.003
209114,2025-01-19 18:54:13,5.088,0.028,0.144,0.003
209123,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
209133,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
209144,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
209154,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
209165,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
209175,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
209185,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
209195,2025-01-19 18:54:13,5.072,0.061,0.308,0.006
209206,2025-01-19 18:54:13,5.072,0.028,0.144,0.003
209216,2025-01-19 18:54:13,5.088,0.028,0.144,0.003
209227,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
209236,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
209247,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
209257,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
209267,2025-01-19 18:54:13,5.088,0.028,0.142,0.003
209277,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209288,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209298,2025-01-19 18:54:14,5.072,0.063,0.319,0.006
209309,2025-01-19 18:54:14,5.088,0.063,0.320,0.006
209318,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209329,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209340,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209349,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209360,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209371,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209380,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209391,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209401,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209411,2025-01-19 18:54:14,5.080,0.028,0.144,0.003
209422,2025-01-19 18:54:14,5.088,0.028,0.144,0.003
209431,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209442,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209451,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209462,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209471,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209482,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209493,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209503,2025-01-19 18:54:14,5.072,0.028,0.142,0.003
209514,2025-01-19 18:54:14,5.072,0.054,0.276,0.005
209524,2025-01-19 18:54:14,5.088,0.028,0.144,0.003
209535,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209544,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209555,2025-01-19 18:54:14,5.088,0.028,0.144,0.003
209564,2025-01-19 18:54:14,5.088,0.028,0.144,0.003
209575,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209586,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209596,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209607,2025-01-19 18:54:14,5.080,0.080,0.406,0.008
209617,2025-01-19 18:54:14,5.080,0.028,0.142,0.003
209627,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209638,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209647,2025-01-19 18:54:14,5.088,0.028,0.144,0.003
209658,2025-01-19 18:54:14,5.088,0.028,0.144,0.003
209669,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209679,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209689,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209699,2025-01-19 18:54:14,5.088,0.031,0.159,0.003
209710,2025-01-19 18:54:14,5.064,0.043,0.219,0.004
209720,2025-01-19 18:54:14,5.088,0.043,0.220,0.004
209731,2025-01-19 18:54:14,5.088,0.080,0.407,0.008
209740,2025-01-19 18:54:14,5.072,0.080,0.406,0.008
209751,2025-01-19 18:54:14,5.072,0.080,0.404,0.008
209761,2025-01-19 18:54:14,5.072,0.080,0.404,0.008
209770,2025-01-19 18:54:14,5.072,0.083,0.422,0.008
209781,2025-01-19 18:54:14,5.072,0.082,0.416,0.008
209790,2025-01-19 18:54:14,5.072,0.082,0.416,0.008
209801,2025-01-19 18:54:14,5.088,0.054,0.275,0.005
209812,2025-01-19 18:54:14,5.088,0.083,0.421,0.008
209822,2025-01-19 18:54:14,5.088,0.083,0.421,0.008
209833,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209842,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209853,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209862,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209873,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209890,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209898,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209909,2025-01-19 18:54:14,5.072,0.040,0.203,0.004
209919,2025-01-19 18:54:14,5.072,0.033,0.166,0.003
209930,2025-01-19 18:54:14,5.088,0.033,0.167,0.003
209939,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209950,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209961,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209970,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209981,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
209991,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
210000,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
210011,2025-01-19 18:54:14,5.080,0.028,0.142,0.003
210021,2025-01-19 18:54:14,5.088,0.082,0.415,0.008
210032,2025-01-19 18:54:14,5.088,0.027,0.138,0.003
210041,2025-01-19 18:54:14,5.088,0.027,0.138,0.003
210053,2025-01-19 18:54:14,5.088,0.027,0.138,0.003
210062,2025-01-19 18:54:14,5.088,0.027,0.138,0.003
210073,2025-01-19 18:54:14,5.088,0.027,0.138,0.003
210120,2025-01-19 18:54:14,5.072,0.048,0.245,0.005
210131,2025-01-19 18:54:14,5.088,0.027,0.138,0.003
210140,2025-01-19 18:54:14,5.088,0.027,0.138,0.003
210151,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
210160,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
210171,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
210181,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
210191,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
210202,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
210212,2025-01-19 18:54:14,5.080,0.028,0.144,0.003
210222,2025-01-19 18:54:14,5.080,0.074,0.378,0.007
210233,2025-01-19 18:54:14,5.088,0.074,0.379,0.007
210244,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
210254,2025-01-19 18:54:14,5.088,0.028,0.142,0.003
210265,2025-01-19 18:54:14,5.088,0.028,0.144,0.003
210274,2025-01-19 18:54:15,5.088,0.028,0.144,0.003
210285,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210294,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210305,2025-01-19 18:54:15,5.088,0.028,0.144,0.003
210316,2025-01-19 18:54:15,5.088,0.058,0.293,0.006
210326,2025-01-19 18:54:15,5.072,0.058,0.292,0.006
210337,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210346,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210357,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210368,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210377,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210388,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210398,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210408,2025-01-19 18:54:15,5.088,0.028,0.144,0.003
210419,2025-01-19 18:54:15,5.072,0.028,0.144,0.003
210429,2025-01-19 18:54:15,5.072,0.066,0.335,0.007
210440,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210451,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210460,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210471,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210481,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210490,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210501,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210510,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210521,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210531,2025-01-19 18:54:15,5.080,0.066,0.333,0.007
210542,2025-01-19 18:54:15,5.080,0.028,0.142,0.003
210552,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210562,2025-01-19 18:54:15,5.088,0.028,0.144,0.003
210573,2025-01-19 18:54:15,5.088,0.028,0.144,0.003
210583,2025-01-19 18:54:15,5.088,0.028,0.144,0.003
210593,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210604,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210614,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210625,2025-01-19 18:54:15,5.072,0.028,0.142,0.003
210635,2025-01-19 18:54:15,5.072,0.058,0.294,0.006
210646,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210655,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210666,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210677,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210686,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210697,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210708,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210717,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210728,2025-01-19 18:54:15,5.088,0.088,0.446,0.009
210738,2025-01-19 18:54:15,5.072,0.088,0.444,0.009
210749,2025-01-19 18:54:15,5.072,0.082,0.418,0.008
210760,2025-01-19 18:54:15,5.072,0.081,0.410,0.008
210769,2025-01-19 18:54:15,5.072,0.081,0.410,0.008
210780,2025-01-19 18:54:15,5.072,0.081,0.412,0.008
210791,2025-01-19 18:54:15,5.072,0.054,0.274,0.005
210800,2025-01-19 18:54:15,5.088,0.054,0.275,0.005
210811,2025-01-19 18:54:15,5.088,0.028,0.144,0.003
210820,2025-01-19 18:54:15,5.088,0.028,0.144,0.003
210830,2025-01-19 18:54:15,5.064,0.028,0.142,0.003
210840,2025-01-19 18:54:15,5.064,0.048,0.241,0.005
210851,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210861,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210870,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210881,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210891,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210901,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210912,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210921,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210932,2025-01-19 18:54:15,5.080,0.028,0.142,0.003
210942,2025-01-19 18:54:15,5.080,0.082,0.415,0.008
210953,2025-01-19 18:54:15,5.080,0.028,0.142,0.003
210963,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210973,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210984,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
210994,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
211005,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
211014,2025-01-19 18:54:15,5.088,0.028,0.144,0.003
211025,2025-01-19 18:54:15,5.088,0.028,0.144,0.003
211035,2025-01-19 18:54:15,5.064,0.036,0.184,0.004
211046,2025-01-19 18:54:15,5.064,0.038,0.190,0.004
211056,2025-01-19 18:54:15,5.088,0.038,0.191,0.004
211066,2025-01-19 18:54:15,5.088,0.028,0.142,0.003
211115,2025-01-19 18:54:15,5.088,0.027,0.138,0.003
211122,2025-01-19 18:54:15,5.088,0.027,0.138,0.003
211134,2025-01-19 18:54:15,5.088,0.027,0.138,0.003
211144,2025-01-19 18:54:15,5.088,0.082,0.417,0.008
211155,2025-01-19 18:54:15,5.088,0.027,0.138,0.003
211166,2025-01-19 18:54:15,5.088,0.027,0.138,0.003
211176,2025-01-19 18:54:15,5.088,0.027,0.138,0.003
211186,2025-01-19 18:54:15,5.088,0.028,0.140,0.003
211197,2025-01-19 18:54:15,5.088,0.028,0.140,0.003
211206,2025-01-19 18:54:15,5.088,0.028,0.140,0.003
211217,2025-01-19 18:54:15,5.088,0.027,0.138,0.003
211228,2025-01-19 18:54:15,5.088,0.027,0.138,0.003
211238,2025-01-19 18:54:15,5.088,0.045,0.228,0.004
211249,2025-01-19 18:54:15,5.072,0.077,0.390,0.008
211259,2025-01-19 18:54:15,5.072,0.077,0.390,0.008
211270,2025-01-19 18:54:16,5.072,0.081,0.410,0.008
211279,2025-01-19 18:54:16,5.072,0.079,0.402,0.008
211290,2025-01-19 18:54:16,5.072,0.079,0.402,0.008
211301,2025-01-19 18:54:16,5.072,0.080,0.408,0.008
211310,2025-01-19 18:54:16,5.072,0.080,0.408,0.008
211320,2025-01-19 18:54:16,5.072,0.080,0.408,0.008
211331,2025-01-19 18:54:16,5.072,0.080,0.406,0.008
211341,2025-01-19 18:54:16,5.072,0.080,0.406,0.008
211352,2025-01-19 18:54:16,5.088,0.077,0.393,0.008
211361,2025-01-19 18:54:16,5.088,0.077,0.393,0.008
211371,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211382,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211391,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211402,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211412,2025-01-19 18:54:16,5.088,0.028,0.140,0.003
211422,2025-01-19 18:54:16,5.088,0.028,0.140,0.003
211433,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211444,2025-01-19 18:54:16,5.088,0.054,0.277,0.005
211454,2025-01-19 18:54:16,5.072,0.036,0.185,0.004
211465,2025-01-19 18:54:16,5.088,0.036,0.185,0.004
211476,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211485,2025-01-19 18:54:16,5.088,0.028,0.144,0.003
211496,2025-01-19 18:54:16,5.088,0.028,0.144,0.003
211507,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211516,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211527,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211538,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211548,2025-01-19 18:54:16,5.072,0.028,0.142,0.003
211559,2025-01-19 18:54:16,5.088,0.070,0.358,0.007
211569,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211579,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211589,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211600,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211609,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211620,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211631,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211640,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211651,2025-01-19 18:54:16,5.088,0.063,0.320,0.006
211660,2025-01-19 18:54:16,5.088,0.063,0.320,0.006
211671,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211681,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211691,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211702,2025-01-19 18:54:16,5.088,0.028,0.142,0.003
211711,2025-01-19 18:54:16,5.088,0.028,0.144,0.003
211722,2025-01-19 18:54:16,5.088,0.028,0.144,0.003
211732,2025-01-19 18:54:16,5.088,0.079,0.403,0.008
211742,2025-01-19 18:54:16,5.072,0.080,0.408,0.008
211753,2025-01-19 18:54:16,5.072,0.080,0.408,0.008
211763,2025-01-19 18:54:16,5.072,0.084,0.426,0.008
211774,2025-01-19 18:54:16,5.072,0.080,0.406,0.008
211784,2025-01-19 18:54:16,5.072,0.080,0.406,0.008
211795,2025-01-19 18:54:16,5.072,0.079,0.402,0.008
211804,2025-01-19 18:54:16,5.072,0.084,0.428,0.008
211814,2025-01-19 18:54:16,5.080,0.084,0.429,0.008
211824,2025-01-19 18:54:16,5.080,0.027,0.138,0.003
211834,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211845,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211855,2025-01-19 18:54:16,5.088,0.069,0.352,0.007
211866,2025-01-19 18:54:16,5.080,0.027,0.138,0.003
211875,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211886,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211896,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211907,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211916,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211927,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211937,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
211947,2025-01-19 18:54:16,5.088,0.027,0.138,0.003
