millis,dt,v,a,watts,v_sh
79167,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
79178,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
79187,2025-01-19 18:52:03,5.088,0.027,0.138,0.003
79198,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
79209,2025-01-19 18:52:03,5.088,0.028,0.142,0.003
79218,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
79229,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
79238,2025-01-19 18:52:03,5.088,0.028,0.140,0.003
79249,2025-01-19 18:52:03,5.088,0.051,0.258,0.005
79259,2025-01-19 18:52:03,5.072,0.028,0.140,0.003
79270,2025-01-19 18:52:04,5.088,0.028,0.140,0.003
79279,2025-01-19 18:52:04,5.088,0.028,0.140,0.003
79290,2025-01-19 18:52:04,5.088,0.028,0.140,0.003
79300,2025-01-19 18:52:04,5.088,0.028,0.140,0.003
79310,2025-01-19 18:52:04,5.088,0.028,0.140,0.003
79321,2025-01-19 18:52:04,5.088,0.028,0.140,0.003
79330,2025-01-19 18:52:04,5.088,0.028,0.140,0.003
79341,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79351,2025-01-19 18:52:04,5.072,0.028,0.142,0.003
79363,2025-01-19 18:52:04,5.072,0.079,0.400,0.008
79372,2025-01-19 18:52:04,5.072,0.079,0.400,0.008
79382,2025-01-19 18:52:04,5.072,0.082,0.416,0.008
79393,2025-01-19 18:52:04,5.072,0.080,0.406,0.008
79402,2025-01-19 18:52:04,5.072,0.080,0.406,0.008
79413,2025-01-19 18:52:04,5.072,0.083,0.420,0.008
79423,2025-01-19 18:52:04,5.072,0.082,0.414,0.008
79439,2025-01-19 18:52:04,5.072,0.082,0.414,0.008
79448,2025-01-19 18:52:04,5.072,0.084,0.424,0.008
79460,2025-01-19 18:52:04,5.072,0.084,0.424,0.008
79469,2025-01-19 18:52:04,5.072,0.084,0.424,0.008
79481,2025-01-19 18:52:04,5.072,0.082,0.414,0.008
79490,2025-01-19 18:52:04,5.072,0.082,0.414,0.008
79501,2025-01-19 18:52:04,5.072,0.081,0.412,0.008
79510,2025-01-19 18:52:04,5.072,0.081,0.412,0.008
79521,2025-01-19 18:52:04,5.072,0.082,0.418,0.008
79530,2025-01-19 18:52:04,5.072,0.082,0.418,0.008
79541,2025-01-19 18:52:04,5.072,0.081,0.412,0.008
79550,2025-01-19 18:52:04,5.072,0.081,0.412,0.008
79561,2025-01-19 18:52:04,5.072,0.064,0.325,0.006
79569,2025-01-19 18:52:04,5.072,0.064,0.325,0.006
79581,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79590,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79601,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79610,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79621,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79630,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79641,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79650,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79660,2025-01-19 18:52:04,5.088,0.067,0.342,0.007
79670,2025-01-19 18:52:04,5.080,0.028,0.144,0.003
79681,2025-01-19 18:52:04,5.088,0.028,0.144,0.003
79690,2025-01-19 18:52:04,5.088,0.028,0.144,0.003
79701,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79710,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79720,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79730,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79740,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79751,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79761,2025-01-19 18:52:04,5.072,0.028,0.142,0.003
79772,2025-01-19 18:52:04,5.072,0.081,0.410,0.008
79781,2025-01-19 18:52:04,5.072,0.081,0.410,0.008
79791,2025-01-19 18:52:04,5.080,0.028,0.142,0.003
79800,2025-01-19 18:52:04,5.088,0.028,0.140,0.003
79811,2025-01-19 18:52:04,5.088,0.028,0.140,0.003
79820,2025-01-19 18:52:04,5.088,0.028,0.140,0.003
79831,2025-01-19 18:52:04,5.088,0.028,0.140,0.003
79840,2025-01-19 18:52:04,5.088,0.028,0.142,0.003
79851,2025-01-19 18:52:04,5.088,0.028,0.140,0.003
79860,2025-01-19 18:52:04,5.088,0.028,0.140,0.003
79871,2025-01-19 18:52:04,5.088,0.077,0.391,0.008
79882,2025-01-19 18:52:04,5.080,0.027,0.138,0.003
79891,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
79902,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
79911,2025-01-19 18:52:04,5.080,0.027,0.138,0.003
79922,2025-01-19 18:52:04,5.080,0.027,0.138,0.003
79931,2025-01-19 18:52:04,5.080,0.027,0.138,0.003
79942,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
79951,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
79963,2025-01-19 18:52:04,5.088,0.029,0.147,0.003
79973,2025-01-19 18:52:04,5.064,0.029,0.146,0.003
79983,2025-01-19 18:52:04,5.088,0.044,0.224,0.004
79994,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80005,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80014,2025-01-19 18:52:04,5.080,0.027,0.138,0.003
80025,2025-01-19 18:52:04,5.080,0.027,0.138,0.003
80034,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80045,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80055,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80066,2025-01-19 18:52:04,5.080,0.027,0.138,0.003
80114,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80122,2025-01-19 18:52:04,5.088,0.027,0.136,0.003
80132,2025-01-19 18:52:04,5.088,0.027,0.136,0.003
80141,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80152,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80161,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80172,2025-01-19 18:52:04,5.088,0.038,0.191,0.004
80182,2025-01-19 18:52:04,5.064,0.076,0.383,0.008
80193,2025-01-19 18:52:04,5.088,0.076,0.385,0.008
80203,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80213,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80229,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80239,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80249,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80260,2025-01-19 18:52:04,5.088,0.027,0.138,0.003
80271,2025-01-19 18:52:05,5.080,0.027,0.138,0.003
80281,2025-01-19 18:52:05,5.072,0.079,0.400,0.008
80292,2025-01-19 18:52:05,5.072,0.080,0.404,0.008
80301,2025-01-19 18:52:05,5.072,0.080,0.404,0.008
80311,2025-01-19 18:52:05,5.072,0.027,0.138,0.003
80322,2025-01-19 18:52:05,5.088,0.027,0.138,0.003
80331,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
80342,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
80351,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
80362,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
80372,2025-01-19 18:52:05,5.088,0.047,0.240,0.005
80382,2025-01-19 18:52:05,5.072,0.047,0.239,0.005
80394,2025-01-19 18:52:05,5.072,0.079,0.400,0.008
80404,2025-01-19 18:52:05,5.072,0.081,0.412,0.008
80415,2025-01-19 18:52:05,5.072,0.081,0.412,0.008
80424,2025-01-19 18:52:05,5.072,0.081,0.410,0.008
80435,2025-01-19 18:52:05,5.072,0.083,0.420,0.008
80444,2025-01-19 18:52:05,5.072,0.083,0.420,0.008
80455,2025-01-19 18:52:05,5.072,0.082,0.414,0.008
80465,2025-01-19 18:52:05,5.072,0.080,0.408,0.008
80476,2025-01-19 18:52:05,5.072,0.080,0.408,0.008
80487,2025-01-19 18:52:05,5.088,0.075,0.381,0.007
80496,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
80507,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
80517,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
80527,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
80538,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
80547,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
80558,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
80567,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
80578,2025-01-19 18:52:05,5.088,0.055,0.281,0.006
80588,2025-01-19 18:52:05,5.072,0.055,0.280,0.006
80599,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
80608,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
80619,2025-01-19 18:52:05,5.080,0.028,0.140,0.003
80629,2025-01-19 18:52:05,5.080,0.028,0.140,0.003
80639,2025-01-19 18:52:05,5.080,0.028,0.140,0.003
80650,2025-01-19 18:52:05,5.080,0.028,0.140,0.003
80659,2025-01-19 18:52:05,5.080,0.028,0.140,0.003
80670,2025-01-19 18:52:05,5.080,0.027,0.138,0.003
80680,2025-01-19 18:52:05,5.072,0.027,0.138,0.003
80691,2025-01-19 18:52:05,5.072,0.080,0.406,0.008
80701,2025-01-19 18:52:05,5.072,0.028,0.140,0.003
80711,2025-01-19 18:52:05,5.072,0.028,0.140,0.003
80721,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
80730,2025-01-19 18:52:05,5.080,0.028,0.140,0.003
80741,2025-01-19 18:52:05,5.080,0.028,0.140,0.003
80750,2025-01-19 18:52:05,5.080,0.028,0.140,0.003
80761,2025-01-19 18:52:05,5.088,0.027,0.138,0.003
80770,2025-01-19 18:52:05,5.088,0.027,0.138,0.003
80782,2025-01-19 18:52:05,5.088,0.027,0.138,0.003
80793,2025-01-19 18:52:05,5.072,0.064,0.325,0.006
80803,2025-01-19 18:52:05,5.072,0.082,0.414,0.008
80814,2025-01-19 18:52:05,5.072,0.081,0.412,0.008
80824,2025-01-19 18:52:05,5.072,0.081,0.412,0.008
80834,2025-01-19 18:52:05,5.072,0.082,0.416,0.008
80844,2025-01-19 18:52:05,5.072,0.082,0.416,0.008
80854,2025-01-19 18:52:05,5.072,0.082,0.416,0.008
80864,2025-01-19 18:52:05,5.072,0.082,0.416,0.008
80874,2025-01-19 18:52:05,5.072,0.082,0.416,0.008
80885,2025-01-19 18:52:05,5.072,0.082,0.418,0.008
80895,2025-01-19 18:52:05,5.072,0.059,0.300,0.006
80906,2025-01-19 18:52:05,5.088,0.059,0.301,0.006
80916,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
80926,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
80937,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
80946,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
80957,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
80966,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
80977,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
80988,2025-01-19 18:52:05,5.088,0.074,0.374,0.007
80998,2025-01-19 18:52:05,5.080,0.074,0.374,0.007
81008,2025-01-19 18:52:05,5.080,0.028,0.144,0.003
81019,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
81028,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
81039,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
81048,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
81059,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
81070,2025-01-19 18:52:05,5.088,0.028,0.142,0.003
81119,2025-01-19 18:52:05,5.072,0.080,0.408,0.008
81128,2025-01-19 18:52:05,5.072,0.080,0.408,0.008
81139,2025-01-19 18:52:05,5.072,0.079,0.400,0.008
81150,2025-01-19 18:52:05,5.072,0.080,0.408,0.008
81159,2025-01-19 18:52:05,5.072,0.080,0.408,0.008
81170,2025-01-19 18:52:05,5.072,0.082,0.418,0.008
81179,2025-01-19 18:52:05,5.072,0.080,0.406,0.008
81190,2025-01-19 18:52:05,5.072,0.080,0.406,0.008
81201,2025-01-19 18:52:05,5.080,0.080,0.406,0.008
81211,2025-01-19 18:52:05,5.080,0.027,0.138,0.003
81220,2025-01-19 18:52:05,5.080,0.027,0.138,0.003
81231,2025-01-19 18:52:05,5.088,0.027,0.138,0.003
81240,2025-01-19 18:52:05,5.088,0.027,0.138,0.003
81251,2025-01-19 18:52:05,5.088,0.028,0.140,0.003
81261,2025-01-19 18:52:05,5.088,0.027,0.138,0.003
81270,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
81281,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
81290,2025-01-19 18:52:06,5.088,0.034,0.173,0.003
81301,2025-01-19 18:52:06,5.064,0.034,0.172,0.003
81312,2025-01-19 18:52:06,5.064,0.078,0.397,0.008
81323,2025-01-19 18:52:06,5.072,0.081,0.412,0.008
81340,2025-01-19 18:52:06,5.072,0.081,0.412,0.008
81348,2025-01-19 18:52:06,5.072,0.079,0.400,0.008
81359,2025-01-19 18:52:06,5.072,0.082,0.414,0.008
81369,2025-01-19 18:52:06,5.072,0.080,0.408,0.008
81380,2025-01-19 18:52:06,5.072,0.080,0.408,0.008
81389,2025-01-19 18:52:06,5.072,0.082,0.414,0.008
81400,2025-01-19 18:52:06,5.072,0.078,0.398,0.008
81411,2025-01-19 18:52:06,5.072,0.078,0.398,0.008
81421,2025-01-19 18:52:06,5.072,0.080,0.408,0.008
81431,2025-01-19 18:52:06,5.072,0.080,0.408,0.008
81440,2025-01-19 18:52:06,5.072,0.082,0.418,0.008
81451,2025-01-19 18:52:06,5.072,0.080,0.408,0.008
81460,2025-01-19 18:52:06,5.072,0.080,0.408,0.008
81471,2025-01-19 18:52:06,5.072,0.083,0.422,0.008
81480,2025-01-19 18:52:06,5.072,0.081,0.412,0.008
81491,2025-01-19 18:52:06,5.072,0.081,0.412,0.008
81501,2025-01-19 18:52:06,5.072,0.083,0.422,0.008
81512,2025-01-19 18:52:06,5.072,0.083,0.422,0.008
81522,2025-01-19 18:52:06,5.088,0.030,0.151,0.003
81532,2025-01-19 18:52:06,5.088,0.028,0.142,0.003
81542,2025-01-19 18:52:06,5.088,0.028,0.142,0.003
81553,2025-01-19 18:52:06,5.088,0.028,0.142,0.003
81562,2025-01-19 18:52:06,5.088,0.028,0.142,0.003
81573,2025-01-19 18:52:06,5.088,0.028,0.142,0.003
81582,2025-01-19 18:52:06,5.088,0.028,0.142,0.003
81593,2025-01-19 18:52:06,5.088,0.028,0.142,0.003
81603,2025-01-19 18:52:06,5.080,0.028,0.142,0.003
81614,2025-01-19 18:52:06,5.080,0.080,0.404,0.008
81624,2025-01-19 18:52:06,5.072,0.082,0.418,0.008
81635,2025-01-19 18:52:06,5.072,0.082,0.418,0.008
81646,2025-01-19 18:52:06,5.072,0.084,0.424,0.008
81655,2025-01-19 18:52:06,5.072,0.081,0.410,0.008
81666,2025-01-19 18:52:06,5.072,0.081,0.410,0.008
81675,2025-01-19 18:52:06,5.072,0.081,0.410,0.008
81686,2025-01-19 18:52:06,5.072,0.081,0.412,0.008
81695,2025-01-19 18:52:06,5.072,0.081,0.412,0.008
81706,2025-01-19 18:52:06,5.072,0.083,0.420,0.008
81716,2025-01-19 18:52:06,5.072,0.081,0.410,0.008
81727,2025-01-19 18:52:06,5.072,0.081,0.410,0.008
81738,2025-01-19 18:52:06,5.072,0.082,0.414,0.008
81747,2025-01-19 18:52:06,5.072,0.080,0.406,0.008
81758,2025-01-19 18:52:06,5.072,0.080,0.406,0.008
81769,2025-01-19 18:52:06,5.072,0.080,0.408,0.008
81778,2025-01-19 18:52:06,5.072,0.080,0.408,0.008
81789,2025-01-19 18:52:06,5.072,0.082,0.418,0.008
81798,2025-01-19 18:52:06,5.072,0.081,0.410,0.008
81809,2025-01-19 18:52:06,5.072,0.081,0.410,0.008
81819,2025-01-19 18:52:06,5.088,0.071,0.362,0.007
81830,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
81839,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
81850,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
81859,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
81870,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
81881,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
81890,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
81901,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
81911,2025-01-19 18:52:06,5.088,0.061,0.309,0.006
81921,2025-01-19 18:52:06,5.072,0.028,0.140,0.003
81930,2025-01-19 18:52:06,5.072,0.028,0.140,0.003
81940,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
81950,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
81961,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
81970,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
81981,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
81990,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
82001,2025-01-19 18:52:06,5.088,0.028,0.140,0.003
82011,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
82022,2025-01-19 18:52:06,5.072,0.062,0.314,0.006
82031,2025-01-19 18:52:06,5.088,0.062,0.315,0.006
82042,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
82051,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
82062,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
82072,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
82118,2025-01-19 18:52:06,5.088,0.069,0.350,0.007
82130,2025-01-19 18:52:06,5.080,0.027,0.138,0.003
82140,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
82150,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
82161,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
82170,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
82181,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
82190,2025-01-19 18:52:06,5.080,0.027,0.138,0.003
82201,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
82210,2025-01-19 18:52:06,5.088,0.027,0.138,0.003
82221,2025-01-19 18:52:06,5.072,0.027,0.138,0.003
82230,2025-01-19 18:52:06,5.072,0.027,0.138,0.003
82242,2025-01-19 18:52:06,5.072,0.082,0.414,0.008
82250,2025-01-19 18:52:06,5.072,0.082,0.414,0.008
82261,2025-01-19 18:52:06,5.072,0.080,0.406,0.008
82271,2025-01-19 18:52:07,5.072,0.080,0.406,0.008
82281,2025-01-19 18:52:07,5.072,0.082,0.416,0.008
82291,2025-01-19 18:52:07,5.072,0.083,0.420,0.008
82301,2025-01-19 18:52:07,5.072,0.083,0.420,0.008
82311,2025-01-19 18:52:07,5.072,0.082,0.416,0.008
82321,2025-01-19 18:52:07,5.072,0.080,0.408,0.008
82332,2025-01-19 18:52:07,5.080,0.080,0.408,0.008
82341,2025-01-19 18:52:07,5.080,0.028,0.140,0.003
82352,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82361,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82372,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82381,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82392,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82401,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82412,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82422,2025-01-19 18:52:07,5.088,0.030,0.155,0.003
82433,2025-01-19 18:52:07,5.064,0.043,0.219,0.004
82442,2025-01-19 18:52:07,5.088,0.043,0.220,0.004
82453,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
82462,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
82473,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
82482,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82493,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82502,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82513,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82523,2025-01-19 18:52:07,5.080,0.028,0.140,0.003
82534,2025-01-19 18:52:07,5.080,0.081,0.412,0.008
82544,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82555,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82564,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82575,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82584,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82595,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82604,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82614,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82624,2025-01-19 18:52:07,5.088,0.040,0.204,0.004
82634,2025-01-19 18:52:07,5.064,0.040,0.203,0.004
82645,2025-01-19 18:52:07,5.088,0.033,0.169,0.003
82655,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
82665,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
82675,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
82686,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
82695,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
82706,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
82715,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82726,2025-01-19 18:52:07,5.080,0.028,0.140,0.003
82736,2025-01-19 18:52:07,5.080,0.082,0.417,0.008
82747,2025-01-19 18:52:07,5.088,0.027,0.138,0.003
82756,2025-01-19 18:52:07,5.088,0.027,0.138,0.003
82767,2025-01-19 18:52:07,5.088,0.027,0.138,0.003
82776,2025-01-19 18:52:07,5.088,0.027,0.138,0.003
82787,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82798,2025-01-19 18:52:07,5.088,0.027,0.138,0.003
82807,2025-01-19 18:52:07,5.088,0.027,0.138,0.003
82818,2025-01-19 18:52:07,5.088,0.027,0.138,0.003
82827,2025-01-19 18:52:07,5.088,0.049,0.248,0.005
82838,2025-01-19 18:52:07,5.072,0.049,0.248,0.005
82848,2025-01-19 18:52:07,5.072,0.028,0.142,0.003
82859,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82868,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82879,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82888,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82899,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82910,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82919,2025-01-19 18:52:07,5.080,0.028,0.140,0.003
82930,2025-01-19 18:52:07,5.072,0.028,0.140,0.003
82940,2025-01-19 18:52:07,5.072,0.077,0.392,0.008
82951,2025-01-19 18:52:07,5.088,0.077,0.393,0.008
82960,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82971,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82980,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
82990,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
83001,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
83010,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
83021,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
83030,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
83041,2025-01-19 18:52:07,5.072,0.057,0.290,0.006
83049,2025-01-19 18:52:07,5.072,0.057,0.290,0.006
83061,2025-01-19 18:52:07,5.088,0.028,0.144,0.003
83070,2025-01-19 18:52:07,5.088,0.028,0.144,0.003
83115,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
83126,2025-01-19 18:52:07,5.088,0.028,0.142,0.003
83136,2025-01-19 18:52:07,5.072,0.028,0.142,0.003
83147,2025-01-19 18:52:07,5.072,0.066,0.337,0.007
83157,2025-01-19 18:52:07,5.088,0.066,0.338,0.007
83168,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
83177,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
83188,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
83197,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
83208,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
83217,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
83228,2025-01-19 18:52:07,5.088,0.028,0.140,0.003
83238,2025-01-19 18:52:07,5.088,0.067,0.342,0.007
83248,2025-01-19 18:52:07,5.080,0.067,0.341,0.007
83259,2025-01-19 18:52:07,5.080,0.028,0.144,0.003
83269,2025-01-19 18:52:08,5.088,0.028,0.144,0.003
83280,2025-01-19 18:52:08,5.088,0.028,0.142,0.003
83289,2025-01-19 18:52:08,5.088,0.028,0.142,0.003
83300,2025-01-19 18:52:08,5.088,0.028,0.142,0.003
83309,2025-01-19 18:52:08,5.088,0.028,0.142,0.003
83320,2025-01-19 18:52:08,5.088,0.028,0.142,0.003
83329,2025-01-19 18:52:08,5.088,0.028,0.142,0.003
83340,2025-01-19 18:52:08,5.088,0.028,0.142,0.003
83350,2025-01-19 18:52:08,5.072,0.078,0.398,0.008
83362,2025-01-19 18:52:08,5.072,0.078,0.398,0.008
83371,2025-01-19 18:52:08,5.072,0.078,0.398,0.008
83381,2025-01-19 18:52:08,5.072,0.081,0.410,0.008
83391,2025-01-19 18:52:08,5.072,0.079,0.400,0.008
83401,2025-01-19 18:52:08,5.072,0.081,0.412,0.008
83410,2025-01-19 18:52:08,5.072,0.081,0.412,0.008
83421,2025-01-19 18:52:08,5.072,0.080,0.408,0.008
83430,2025-01-19 18:52:08,5.072,0.082,0.414,0.008
83441,2025-01-19 18:52:08,5.072,0.082,0.414,0.008
83451,2025-01-19 18:52:08,5.072,0.081,0.410,0.008
83462,2025-01-19 18:52:08,5.080,0.081,0.410,0.008
83471,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83482,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83491,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83502,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83511,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83522,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83531,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83542,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83552,2025-01-19 18:52:08,5.064,0.028,0.140,0.003
83563,2025-01-19 18:52:08,5.064,0.047,0.239,0.005
83572,2025-01-19 18:52:08,5.088,0.047,0.240,0.005
83583,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83592,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83603,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83612,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83623,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83632,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83643,2025-01-19 18:52:08,5.088,0.028,0.140,0.003
83653,2025-01-19 18:52:08,5.080,0.081,0.410,0.008
83664,2025-01-19 18:52:08,5.080,0.081,0.410,0.008
83674,2025-01-19 18:52:08,5.088,0.027,0.138,0.003
83684,2025-01-19 18:52:08,5.088,0.027,0.138,0.003
83694,2025-01-19 18:52:08,5.088,0.027,0.138,0.003
83705,2025-01-19 18:52:08,5.088,0.027,0.138,0.003
83714,2025-01-19 18:52:08,5.088,0.027,0.138,0.003
83724,2025-01-19 18:52:08,5.088,0.027,0.138,0.003
83734,2025-01-19 18:52:08,5.088,0.027,0.138,0.003
83744,2025-01-19 18:52:08,5.088,0.027,0.138,0.003
83754,2025-01-19 18:52:08,5.064,0.035,0.178,0.004
